HG00105	0	22.2643673965
HG00115	1	19.5454271484
HG00132	2	23.8743220512
HG00145	2	19.2369649386
HG00157	0	24.073771408
HG00181	1	24.4520070968
HG00308	0	20.6502882814
HG00365	1	22.3529757099
HG00371	0	26.2502594416
HG00379	0	25.8804275401
HG00380	0	22.8726994776
HG01789	0	20.4249362764
HG01790	0	16.7254905093
HG01791	1	20.758270168
HG02215	0	26.8144275664
NA06985	0	20.1703375747
NA07346	0	29.1992703944
NA11832	0	25.9422046393
NA11840	1	20.5238486794
NA11881	1	28.8175997393
NA11918	0	28.7528616203
NA12005	0	18.6999479582
NA12156	0	24.8985825179
NA12234	0	21.4334740654
NA12760	1	17.2715118609
NA12762	0	20.0068866155
NA12776	1	30.930424111
NA12813	0	19.1697582116
NA20514	0	22.170780311
HG00096	0	22.4619693588
HG00097	0	19.4544951716
HG00099	0	12.9274911856
HG00100	0	18.6707389257
HG00101	0	17.904914432
HG00102	1	26.5978273135
HG00103	0	19.1590598264
HG00104	0	21.7221394631
HG00106	0	16.5907140542
HG00108	0	23.5917538944
HG00109	1	25.1178179444
HG00110	1	21.5673346995
HG00111	1	14.9340587496
HG00112	1	20.3971974625
HG00114	1	23.4410098083
HG00116	0	22.1192298463
HG00117	0	23.2996731198
HG00118	0	21.1425280062
HG00119	0	23.197832584
HG00120	0	31.8668139571
HG00121	0	21.0808451778
HG00122	0	27.0812814991
HG00123	0	16.1401166525
HG00124	1	15.2620871858
HG00125	1	13.669239585
HG00126	1	24.8275941796
HG00127	1	32.4661526499
HG00128	1	15.410236293
HG00129	0	19.3278429349
HG00130	0	18.8341431065
HG00131	0	31.5739048724
HG00133	0	23.2569435894
HG00134	0	24.2329140683
HG00135	0	26.8501871724
HG00136	1	19.441677895
HG00137	0	27.1758814634
HG00138	1	24.2134540064
HG00139	0	16.9038477509
HG00141	0	24.5899878848
HG00142	0	24.3399678638
HG00143	0	21.6982673003
HG00146	1	23.4093591803
HG00148	1	25.7824855954
HG00149	1	23.3377348192
HG00150	0	18.7534507712
HG00151	0	17.044519827
HG00152	1	26.2983698322
HG00154	0	25.3931039675
HG00155	1	16.2432786701
HG00156	1	21.7003093045
HG00158	0	23.836596545
HG00159	0	29.5734558854
HG00160	0	22.3091014615
HG00171	1	24.5672115083
HG00173	0	19.988646991
HG00174	1	17.0865364184
HG00176	0	14.1363302918
HG00177	1	15.6990300096
HG00178	1	24.4521444027
HG00179	0	20.2882280479
HG00180	0	17.5279858743
HG00182	0	19.2477800727
HG00183	0	17.6065034858
HG00185	0	24.5730403228
HG00186	0	18.3407748066
HG00187	0	15.7870639106
HG00188	0	19.8509292781
HG00189	0	21.8258219819
HG00231	1	20.3820122287
HG00232	1	16.7307340809
HG00233	0	25.8188200857
HG00234	0	23.8653168157
HG00235	0	12.559780948
HG00236	0	15.0751367673
HG00238	1	18.5773370149
HG00239	1	20.3033742567
HG00240	0	16.0100609478
HG00242	1	19.4973118505
HG00243	0	33.6374068334
HG00244	0	15.7790899729
HG00245	1	22.6234581506
HG00246	1	26.0297873122
HG00247	0	21.9929548682
HG00249	0	21.2991776339
HG00250	1	12.3640245312
HG00251	1	22.9150960983
HG00252	0	22.8750208336
HG00253	1	20.8492377291
HG00255	0	20.7019990904
HG00256	1	16.5493825173
HG00257	0	18.7941428267
HG00258	0	18.6812587593
HG00259	2	17.5326688716
HG00260	0	26.5103317314
HG00261	1	20.0319780918
HG00262	0	18.7956853544
HG00263	0	14.0817300455
HG00264	0	23.0368118102
HG00265	0	28.2512140957
HG00266	1	24.2230194754
HG00267	1	21.8341562383
HG00268	0	25.0018643369
HG00269	0	20.580597128
HG00271	0	22.8259326637
HG00272	1	20.913324268
HG00273	1	14.2578946121
HG00274	0	20.5246818913
HG00275	1	22.7636717994
HG00276	0	19.319337569
HG00277	0	19.3387814392
HG00278	0	29.5771917741
HG00280	0	19.5920016709
HG00281	0	18.5244197373
HG00282	0	22.4826384705
HG00284	1	16.9800309937
HG00285	1	24.0994902628
HG00306	0	25.9095223198
HG00309	0	26.4033811918
HG00310	0	26.0054920154
HG00311	0	21.4304227742
HG00312	1	34.302914201
HG00313	1	25.8073645004
HG00315	0	22.2930734762
HG00319	0	16.3512357381
HG00320	0	23.4723675064
HG00321	0	23.6631815684
HG00323	1	21.1267622751
HG00324	0	20.87722909
HG00325	0	20.3738919843
HG00326	1	19.7026110092
HG00327	1	36.6833597805
HG00328	0	29.3292686084
HG00329	0	12.9300021212
HG00330	0	16.732377205
HG00331	0	24.9751145708
HG00332	0	28.5314078864
HG00334	0	28.3023393875
HG00335	0	22.841724429
HG00336	0	18.4902911045
HG00337	1	18.2739495215
HG00338	1	20.2189557098
HG00339	2	25.801012846
HG00341	0	21.661526979
HG00342	1	20.5313390335
HG00343	0	19.6755325887
HG00344	0	23.737118583
HG00345	1	21.7625955576
HG00346	0	29.6445652259
HG00349	0	28.4346539565
HG00350	1	18.0238885733
HG00351	1	20.775103525
HG00353	0	20.0096955585
HG00355	1	17.8037640485
HG00356	0	19.1365057667
HG00358	1	11.9840309729
HG00359	0	21.9370624543
HG00360	0	28.3397501655
HG00361	0	23.0225657721
HG00362	0	21.9237958559
HG00364	2	16.1665217106
HG00366	0	21.7117992105
HG00367	1	16.41504345
HG00369	0	25.9728496117
HG00372	0	22.661906588
HG00373	0	16.7538058436
HG00375	0	21.925124262
HG00376	0	11.1188694326
HG00377	1	18.3913682658
HG00378	1	21.9382700416
HG00381	0	20.4985792173
HG00382	0	28.8544762429
HG00383	0	25.5508627133
HG00384	0	27.6505325049
HG01334	1	18.9984389067
NA06984	0	30.9350501171
NA06986	0	11.9432263143
NA06989	1	19.5227310634
NA06994	0	24.9015108462
NA07037	0	19.8603358276
NA07048	0	25.0094363425
NA07051	0	17.9798169168
NA07056	0	46.3993310845
NA07347	0	29.2623827083
NA07357	0	27.4075676046
