NA10847	0	22.35462119
NA10851	0	23.1274235797
NA11829	1	40.1682058628
NA11830	0	33.7227685528
NA11831	1	19.6159290247
NA11843	0	23.7440522014
NA11892	0	20.826386124
NA11893	0	23.4617781162
NA11894	1	18.6315901166
NA11920	1	30.321906296
NA11930	1	28.3503912976
NA11931	0	27.9787878096
NA11992	0	20.1032125154
NA11993	1	18.1857471594
NA11994	0	11.2262798862
NA11995	0	18.7838264449
NA12004	0	14.0973672455
NA12006	0	19.934854954
NA12043	0	23.0898002535
NA12044	0	14.7895654348
NA12045	0	10.5184371674
NA12058	1	10.8875092782
NA12144	2	25.0103885354
NA12154	0	20.2947573927
NA12155	0	22.6152738112
NA12249	0	15.9853876408
NA12272	0	27.96361356
NA12273	0	28.6350364601
NA12275	1	21.5740654962
NA12282	1	14.836774623
NA12283	0	19.1299513349
NA12286	0	31.5965248186
NA12287	0	19.5355929051
NA12340	1	30.4531155833
NA12341	0	26.1170173736
NA12342	0	19.3480545568
NA12347	1	12.6084226562
NA12348	1	25.6548169027
NA12383	1	19.0736011816
NA12399	0	20.8505389173
NA12400	0	16.1959489814
NA12413	1	26.1363730257
NA12489	0	19.8172834423
NA12546	0	23.9899779071
NA12716	2	17.4270751417
NA12717	0	19.8095967493
NA12718	1	25.0292766334
NA12749	0	16.4611065643
NA12750	0	20.4763697429
NA12751	0	23.0861946194
NA12761	0	18.6957379728
NA12763	0	15.8952532401
NA12775	0	21.0075537326
NA12777	0	22.598115978
NA12778	0	27.389518768
NA12812	0	16.3395127857
NA12814	0	15.0299605732
NA12815	0	19.7064457062
NA12827	0	19.4255288546
NA12829	0	25.874184009
NA12830	0	18.5516859987
NA12842	0	16.2696036886
NA12843	0	18.0630871913
NA12872	0	17.7903068758
NA12873	1	20.4403645868
NA12874	1	21.0365753951
NA12889	0	20.9188622606
NA12890	0	16.3826045145
NA20502	0	30.1329667433
NA20503	0	21.3513126993
NA20504	0	22.2834215352
NA20505	0	24.0755189426
NA20506	1	18.8141402986
NA20507	0	26.7740231157
NA20508	1	26.021512194
NA20509	0	28.9631276231
NA20510	0	25.1449916988
NA20512	0	28.6432587697
NA20513	0	22.4120421903
NA20515	0	24.4922890744
NA20516	0	19.2635754545
NA20517	0	29.6237714267
NA20518	0	29.6047604991
NA20519	1	24.4779824785
NA20520	0	21.5511929374
NA20521	2	18.8418618532
NA20524	1	23.1221239294
NA20525	0	25.3661037863
NA20527	0	26.8834246761
NA20528	0	23.4784723782
NA20529	0	29.5355145469
NA20530	0	40.4322902233
NA20531	0	18.4704992995
NA20532	0	26.9409657926
NA20534	0	23.7037152466
NA20535	1	15.118395361
NA20536	0	20.4801368631
NA20537	0	25.3955000903
NA20538	1	20.6982862314
NA20539	0	19.2084927797
NA20540	0	23.4862783604
NA20541	0	22.8332708487
NA20542	0	13.5269928946
NA20543	0	26.1303861422
NA20544	1	22.0793155528
NA20581	0	25.9347292469
NA20582	0	19.6817540156
NA20585	1	16.9533852366
NA20586	0	25.2813608705
NA20588	0	21.755190282
NA20589	0	22.3445074944
NA20752	0	24.3231036278
NA20754	1	23.5093307942
NA20756	0	20.1995213798
NA20757	0	21.5863862264
NA20758	0	21.6165464906
NA20759	0	21.4947449995
NA20760	0	24.8769096795
NA20761	1	21.7037700982
NA20765	0	26.3998860278
NA20766	0	20.2856593409
NA20768	0	21.3663489036
NA20769	0	20.1330235908
NA20770	0	29.6329368434
NA20771	0	30.4076895133
NA20772	1	10.5641338499
NA20773	1	16.9016692647
NA20774	0	23.3889288578
NA20778	0	21.7283348063
NA20783	0	21.7252001857
NA20785	1	34.9802954212
NA20786	0	21.035220794
NA20787	0	14.3185490362
NA20790	0	17.0517209416
NA20792	0	28.0153059043
NA20795	0	22.6070851395
NA20796	0	22.1283418311
NA20797	0	25.1424888272
NA20798	0	22.5466888724
NA20799	0	30.2736563719
NA20800	0	23.9491844529
NA20801	0	24.4433425941
NA20802	0	19.4163011954
NA20803	1	23.5499947493
NA20804	0	23.725445157
NA20805	0	16.4089127276
NA20806	0	34.2415191557
NA20807	0	22.1518048393
NA20808	0	27.6023370087
NA20809	2	21.7224131733
NA20810	1	24.598852982
NA20811	0	21.5007424135
NA20812	0	22.6947223853
NA20813	0	17.3343546206
NA20814	0	23.0716434287
NA20815	0	25.51288546
NA20816	0	25.0489786259
NA20819	1	21.4526405683
NA20826	1	24.5231331426
NA20828	0	16.7188758063
