HG00105	0	0.223672892891
HG00115	0	0.393033780382
HG00132	0	0.234471624533
HG00145	0	0.544291600583
HG00157	0	0.258241849159
HG00181	0	0.550028352815
HG00308	1	0.492455185013
HG00365	0	0.314259493424
HG00371	0	0.335945964472
HG00379	0	0.0417411255814
HG00380	0	0.229165569654
HG01789	0	0.307422334504
HG01790	0	0.352102103622
HG01791	0	0.126762190691
HG02215	0	0.293591896732
NA06985	0	0.121474157464
NA07346	0	0.336383698652
NA11832	0	0.31220872957
NA11840	0	0.0780924275094
NA11881	0	0.386257913396
NA11918	0	0.859420422209
NA12005	0	0.314867907225
NA12156	0	0.270112255879
NA12234	0	0.100291731201
NA12760	0	0.23766512824
NA12762	0	0.231135699222
NA12776	0	0.591992958126
NA12813	0	0.190457829619
NA20514	0	0.328446875122
HG00096	0	0.450860813844
HG00097	0	0.112074380712
HG00099	0	0.0872888500066
HG00100	0	0.193869073022
HG00101	0	0.405234618873
HG00102	0	0.0913425463228
HG00103	0	0.147575969273
HG00104	0	0.787477290171
HG00106	0	0.435628831255
HG00108	0	0.175472096102
HG00109	0	0.0882790220602
HG00110	0	0.272438064635
HG00111	0	0.29550518944
HG00112	0	0.348177841415
HG00114	0	0.567389892013
HG00116	0	0.211876009999
HG00117	0	0.338891653316
HG00118	0	0.204541835791
HG00119	0	0.205845294387
HG00120	0	0.312874355615
HG00121	0	0.415701387047
HG00122	0	0.356922670187
HG00123	0	0.280715210219
HG00124	0	0.162519634903
HG00125	0	0.146903304825
HG00126	0	0.275799871814
HG00127	0	0.105587678004
HG00128	0	0.166833914135
HG00129	0	0.0584097766095
HG00130	0	0.163022731017
HG00131	0	0.175012494591
HG00133	0	0.289972772698
HG00134	0	0.481043391414
HG00135	0	0.126070875704
HG00136	0	0.0830924049295
HG00137	0	0.205478169642
HG00138	0	0.377711529092
HG00139	0	0.33955414019
HG00141	0	0.4182381532
HG00142	0	0.328161090352
HG00143	0	0.295633534538
HG00146	0	0.409904389816
HG00148	0	0.422578212123
HG00149	0	0.0822712249423
HG00150	0	0.484090051028
HG00151	0	0.0982789131544
HG00152	0	0.107629478305
HG00154	0	0.392540800972
HG00155	0	0.434703342496
HG00156	0	0.0606083133
HG00158	0	0.193115767553
HG00159	0	0.233839102683
HG00160	0	0.211616900692
HG00171	0	0.191885500332
HG00173	0	0.254549358876
HG00174	0	0.252369765189
HG00176	0	0.161941073159
HG00177	0	0.0667055385794
HG00178	0	0.206074512901
HG00179	0	0.0527711122051
HG00180	0	0.0753983063206
HG00182	0	0.303327842003
HG00183	0	0.5641914826
HG00185	0	0.368870111304
HG00186	0	0.115090238159
HG00187	0	0.368405415308
HG00188	0	0.114339539919
HG00189	0	0.247659121449
HG00231	0	0.0691740371642
HG00232	0	0.133634331784
HG00233	0	0.189275753958
HG00234	0	0.23549436067
HG00235	0	0.210674309811
HG00236	0	0.280396166261
HG00238	0	0.0157630081727
HG00239	0	0.107264000209
HG00240	0	0.270902011405
HG00242	0	0.191872568602
HG00243	0	0.192803552978
HG00244	0	0.17825250519
HG00245	0	0.130603244272
HG00246	0	0.345107268091
HG00247	0	0.191003383244
HG00249	0	0.317014520435
HG00250	0	0.149048011223
HG00251	0	0.152282309635
HG00252	0	0.224575208845
HG00253	0	0.0935118453935
HG00255	0	0.202465251199
HG00256	0	0.410158177284
HG00257	0	0.47163732359
